prompts,template,temp_idx
A person on a fluffy bag.,per-spat-tex-obj,t5
A person beside a fluffy bag.,per-spat-tex-obj,t5
A person in a fluffy bag.,per-spat-tex-obj,t5
A person in front of a fluffy bag.,per-spat-tex-obj,t5
A person behind a fluffy bag.,per-spat-tex-obj,t5
A person between fluffy bags.,per-spat-tex-obj,t5
A person among fluffy bags.,per-spat-tex-obj,t5
A person around fluffy bags.,per-spat-tex-obj,t5
A person above a fluffy chair.,per-spat-tex-obj,t5
A person below a fluffy chair.,per-spat-tex-obj,t5
A person on a fluffy chair.,per-spat-tex-obj,t5
A person beside a fluffy chair.,per-spat-tex-obj,t5
A person in a fluffy chair.,per-spat-tex-obj,t5
A person in front of a fluffy chair.,per-spat-tex-obj,t5
A person behind a fluffy chair.,per-spat-tex-obj,t5
A person between fluffy chairs.,per-spat-tex-obj,t5
A person among fluffy chairs.,per-spat-tex-obj,t5
A person around fluffy chairs.,per-spat-tex-obj,t5
A person above a fluffy table.,per-spat-tex-obj,t5
A person below a fluffy table.,per-spat-tex-obj,t5
A person on a fluffy table.,per-spat-tex-obj,t5
A person beside a fluffy table.,per-spat-tex-obj,t5
A person in a fluffy table.,per-spat-tex-obj,t5
A person in front of a fluffy table.,per-spat-tex-obj,t5
A person behind a fluffy table.,per-spat-tex-obj,t5
A person between fluffy tables.,per-spat-tex-obj,t5
A person among fluffy tables.,per-spat-tex-obj,t5
A person around fluffy tables.,per-spat-tex-obj,t5
A man above a glass bag.,per-spat-tex-obj,t5
A man below a glass bag.,per-spat-tex-obj,t5
A man on a glass bag.,per-spat-tex-obj,t5
A man beside a glass bag.,per-spat-tex-obj,t5
A man in a glass bag.,per-spat-tex-obj,t5
A man in front of a glass bag.,per-spat-tex-obj,t5
A man behind a glass bag.,per-spat-tex-obj,t5
A man between glass bags.,per-spat-tex-obj,t5
A man among glass bags.,per-spat-tex-obj,t5
A man around glass bags.,per-spat-tex-obj,t5
A man above a glass chair.,per-spat-tex-obj,t5
A man below a glass chair.,per-spat-tex-obj,t5
A man on a glass chair.,per-spat-tex-obj,t5
A man beside a glass chair.,per-spat-tex-obj,t5
A man in a glass chair.,per-spat-tex-obj,t5
A man in front of a glass chair.,per-spat-tex-obj,t5
A man behind a glass chair.,per-spat-tex-obj,t5
A man between glass chairs.,per-spat-tex-obj,t5
A man among glass chairs.,per-spat-tex-obj,t5
A man around glass chairs.,per-spat-tex-obj,t5
A man above a glass table.,per-spat-tex-obj,t5
A man below a glass table.,per-spat-tex-obj,t5
A man on a glass table.,per-spat-tex-obj,t5
A man beside a glass table.,per-spat-tex-obj,t5
A man in a glass table.,per-spat-tex-obj,t5
A man in front of a glass table.,per-spat-tex-obj,t5
A man behind a glass table.,per-spat-tex-obj,t5
A man between glass tables.,per-spat-tex-obj,t5
A man among glass tables.,per-spat-tex-obj,t5
A man around glass tables.,per-spat-tex-obj,t5
A woman above a glass bag.,per-spat-tex-obj,t5
A woman below a glass bag.,per-spat-tex-obj,t5
A woman on a glass bag.,per-spat-tex-obj,t5
A woman beside a glass bag.,per-spat-tex-obj,t5
A woman in a glass bag.,per-spat-tex-obj,t5
A woman in front of a glass bag.,per-spat-tex-obj,t5
A woman behind a glass bag.,per-spat-tex-obj,t5
A woman between glass bags.,per-spat-tex-obj,t5
A woman among glass bags.,per-spat-tex-obj,t5
A woman around glass bags.,per-spat-tex-obj,t5
A woman above a glass chair.,per-spat-tex-obj,t5
A woman below a glass chair.,per-spat-tex-obj,t5
A woman on a glass chair.,per-spat-tex-obj,t5
A woman beside a glass chair.,per-spat-tex-obj,t5
A woman in a glass chair.,per-spat-tex-obj,t5
A woman in front of a glass chair.,per-spat-tex-obj,t5
A woman behind a glass chair.,per-spat-tex-obj,t5
A woman between glass chairs.,per-spat-tex-obj,t5
A woman among glass chairs.,per-spat-tex-obj,t5
A woman around glass chairs.,per-spat-tex-obj,t5
A woman above a glass table.,per-spat-tex-obj,t5
A woman below a glass table.,per-spat-tex-obj,t5
A woman on a glass table.,per-spat-tex-obj,t5
A woman beside a glass table.,per-spat-tex-obj,t5
A woman in a glass table.,per-spat-tex-obj,t5
A woman in front of a glass table.,per-spat-tex-obj,t5
A woman behind a glass table.,per-spat-tex-obj,t5
A woman between glass tables.,per-spat-tex-obj,t5
A woman among glass tables.,per-spat-tex-obj,t5
A woman around glass tables.,per-spat-tex-obj,t5
A male above a glass bag.,per-spat-tex-obj,t5
A male below a glass bag.,per-spat-tex-obj,t5
A male on a glass bag.,per-spat-tex-obj,t5
A male beside a glass bag.,per-spat-tex-obj,t5
A male in a glass bag.,per-spat-tex-obj,t5
A male in front of a glass bag.,per-spat-tex-obj,t5
A male behind a glass bag.,per-spat-tex-obj,t5
A male between glass bags.,per-spat-tex-obj,t5
A male among glass bags.,per-spat-tex-obj,t5
A male around glass bags.,per-spat-tex-obj,t5
A male above a glass chair.,per-spat-tex-obj,t5
A male below a glass chair.,per-spat-tex-obj,t5
A male on a glass chair.,per-spat-tex-obj,t5
A male beside a glass chair.,per-spat-tex-obj,t5
A male in a glass chair.,per-spat-tex-obj,t5
A male in front of a glass chair.,per-spat-tex-obj,t5
A male behind a glass chair.,per-spat-tex-obj,t5
A male between glass chairs.,per-spat-tex-obj,t5
A male among glass chairs.,per-spat-tex-obj,t5
A male around glass chairs.,per-spat-tex-obj,t5
A male above a glass table.,per-spat-tex-obj,t5
A male below a glass table.,per-spat-tex-obj,t5
A male on a glass table.,per-spat-tex-obj,t5
A male beside a glass table.,per-spat-tex-obj,t5
A male in a glass table.,per-spat-tex-obj,t5
A male in front of a glass table.,per-spat-tex-obj,t5
A male behind a glass table.,per-spat-tex-obj,t5
A male between glass tables.,per-spat-tex-obj,t5
A male among glass tables.,per-spat-tex-obj,t5
A male around glass tables.,per-spat-tex-obj,t5
A female above a glass bag.,per-spat-tex-obj,t5
A female below a glass bag.,per-spat-tex-obj,t5
A female on a glass bag.,per-spat-tex-obj,t5
A female beside a glass bag.,per-spat-tex-obj,t5
A female in a glass bag.,per-spat-tex-obj,t5
A female in front of a glass bag.,per-spat-tex-obj,t5
A female behind a glass bag.,per-spat-tex-obj,t5
A female between glass bags.,per-spat-tex-obj,t5
A female among glass bags.,per-spat-tex-obj,t5
A female around glass bags.,per-spat-tex-obj,t5
A female above a glass chair.,per-spat-tex-obj,t5
A female below a glass chair.,per-spat-tex-obj,t5
A female on a glass chair.,per-spat-tex-obj,t5
A female beside a glass chair.,per-spat-tex-obj,t5
A female in a glass chair.,per-spat-tex-obj,t5
A female in front of a glass chair.,per-spat-tex-obj,t5
A female behind a glass chair.,per-spat-tex-obj,t5
A female between glass chairs.,per-spat-tex-obj,t5
A female among glass chairs.,per-spat-tex-obj,t5
A female around glass chairs.,per-spat-tex-obj,t5
A female above a glass table.,per-spat-tex-obj,t5
A female below a glass table.,per-spat-tex-obj,t5
A female on a glass table.,per-spat-tex-obj,t5
A female beside a glass table.,per-spat-tex-obj,t5
A female in a glass table.,per-spat-tex-obj,t5
A female in front of a glass table.,per-spat-tex-obj,t5
A female behind a glass table.,per-spat-tex-obj,t5
A female between glass tables.,per-spat-tex-obj,t5
A female among glass tables.,per-spat-tex-obj,t5
A female around glass tables.,per-spat-tex-obj,t5
A boy above a glass bag.,per-spat-tex-obj,t5
A boy below a glass bag.,per-spat-tex-obj,t5
A boy on a glass bag.,per-spat-tex-obj,t5
A boy beside a glass bag.,per-spat-tex-obj,t5
A boy in a glass bag.,per-spat-tex-obj,t5
A boy in front of a glass bag.,per-spat-tex-obj,t5
A boy behind a glass bag.,per-spat-tex-obj,t5
A boy between glass bags.,per-spat-tex-obj,t5
A boy among glass bags.,per-spat-tex-obj,t5
A boy around glass bags.,per-spat-tex-obj,t5
A boy above a glass chair.,per-spat-tex-obj,t5
A boy below a glass chair.,per-spat-tex-obj,t5
A boy on a glass chair.,per-spat-tex-obj,t5
A boy beside a glass chair.,per-spat-tex-obj,t5
A boy in a glass chair.,per-spat-tex-obj,t5
A boy in front of a glass chair.,per-spat-tex-obj,t5
A boy behind a glass chair.,per-spat-tex-obj,t5
A boy between glass chairs.,per-spat-tex-obj,t5
A boy among glass chairs.,per-spat-tex-obj,t5
A boy around glass chairs.,per-spat-tex-obj,t5
A boy above a glass table.,per-spat-tex-obj,t5
A boy below a glass table.,per-spat-tex-obj,t5
A boy on a glass table.,per-spat-tex-obj,t5
A boy beside a glass table.,per-spat-tex-obj,t5
A boy in a glass table.,per-spat-tex-obj,t5
A boy in front of a glass table.,per-spat-tex-obj,t5
A boy behind a glass table.,per-spat-tex-obj,t5
A boy between glass tables.,per-spat-tex-obj,t5
A boy among glass tables.,per-spat-tex-obj,t5
A boy around glass tables.,per-spat-tex-obj,t5
A girl above a glass bag.,per-spat-tex-obj,t5
A girl below a glass bag.,per-spat-tex-obj,t5
A girl on a glass bag.,per-spat-tex-obj,t5
A girl beside a glass bag.,per-spat-tex-obj,t5
A girl in a glass bag.,per-spat-tex-obj,t5
A girl in front of a glass bag.,per-spat-tex-obj,t5
A girl behind a glass bag.,per-spat-tex-obj,t5
A girl between glass bags.,per-spat-tex-obj,t5
A girl among glass bags.,per-spat-tex-obj,t5
A girl around glass bags.,per-spat-tex-obj,t5
A girl above a glass chair.,per-spat-tex-obj,t5
A girl below a glass chair.,per-spat-tex-obj,t5
A girl on a glass chair.,per-spat-tex-obj,t5
A girl beside a glass chair.,per-spat-tex-obj,t5
A girl in a glass chair.,per-spat-tex-obj,t5
A girl in front of a glass chair.,per-spat-tex-obj,t5
A girl behind a glass chair.,per-spat-tex-obj,t5
A girl between glass chairs.,per-spat-tex-obj,t5
A girl among glass chairs.,per-spat-tex-obj,t5
A girl around glass chairs.,per-spat-tex-obj,t5
A girl above a glass table.,per-spat-tex-obj,t5
A girl below a glass table.,per-spat-tex-obj,t5
A girl on a glass table.,per-spat-tex-obj,t5
A girl beside a glass table.,per-spat-tex-obj,t5
A girl in a glass table.,per-spat-tex-obj,t5
A girl in front of a glass table.,per-spat-tex-obj,t5
A girl behind a glass table.,per-spat-tex-obj,t5
A girl between glass tables.,per-spat-tex-obj,t5
A girl among glass tables.,per-spat-tex-obj,t5
A girl around glass tables.,per-spat-tex-obj,t5
A person above a glass bag.,per-spat-tex-obj,t5
A person below a glass bag.,per-spat-tex-obj,t5
A person on a glass bag.,per-spat-tex-obj,t5
A person beside a glass bag.,per-spat-tex-obj,t5
A person in a glass bag.,per-spat-tex-obj,t5
A person in front of a glass bag.,per-spat-tex-obj,t5
A person behind a glass bag.,per-spat-tex-obj,t5
A person between glass bags.,per-spat-tex-obj,t5
A person among glass bags.,per-spat-tex-obj,t5
A person around glass bags.,per-spat-tex-obj,t5
A person above a glass chair.,per-spat-tex-obj,t5
A person below a glass chair.,per-spat-tex-obj,t5
A person on a glass chair.,per-spat-tex-obj,t5
A person beside a glass chair.,per-spat-tex-obj,t5
A person in a glass chair.,per-spat-tex-obj,t5
A person in front of a glass chair.,per-spat-tex-obj,t5
A person behind a glass chair.,per-spat-tex-obj,t5
A person between glass chairs.,per-spat-tex-obj,t5
A person among glass chairs.,per-spat-tex-obj,t5
A person around glass chairs.,per-spat-tex-obj,t5
A person above a glass table.,per-spat-tex-obj,t5
A person below a glass table.,per-spat-tex-obj,t5
A person on a glass table.,per-spat-tex-obj,t5
A person beside a glass table.,per-spat-tex-obj,t5
A person in a glass table.,per-spat-tex-obj,t5
A person in front of a glass table.,per-spat-tex-obj,t5
A person behind a glass table.,per-spat-tex-obj,t5
A person between glass tables.,per-spat-tex-obj,t5
A person among glass tables.,per-spat-tex-obj,t5
A person around glass tables.,per-spat-tex-obj,t5
A man above a leather bag.,per-spat-tex-obj,t5
A man below a leather bag.,per-spat-tex-obj,t5
A man on a leather bag.,per-spat-tex-obj,t5
A man beside a leather bag.,per-spat-tex-obj,t5
A man in a leather bag.,per-spat-tex-obj,t5
A man in front of a leather bag.,per-spat-tex-obj,t5
A man behind a leather bag.,per-spat-tex-obj,t5
A man between leather bags.,per-spat-tex-obj,t5
A man among leather bags.,per-spat-tex-obj,t5
A man around leather bags.,per-spat-tex-obj,t5
A man above a leather chair.,per-spat-tex-obj,t5
A man below a leather chair.,per-spat-tex-obj,t5
A man on a leather chair.,per-spat-tex-obj,t5
A man beside a leather chair.,per-spat-tex-obj,t5
A man in a leather chair.,per-spat-tex-obj,t5
A man in front of a leather chair.,per-spat-tex-obj,t5
A man behind a leather chair.,per-spat-tex-obj,t5
A man between leather chairs.,per-spat-tex-obj,t5
A man among leather chairs.,per-spat-tex-obj,t5
A man around leather chairs.,per-spat-tex-obj,t5
A man above a leather table.,per-spat-tex-obj,t5
A man below a leather table.,per-spat-tex-obj,t5
A man on a leather table.,per-spat-tex-obj,t5
A man beside a leather table.,per-spat-tex-obj,t5
A man in a leather table.,per-spat-tex-obj,t5
A man in front of a leather table.,per-spat-tex-obj,t5
A man behind a leather table.,per-spat-tex-obj,t5
A man between leather tables.,per-spat-tex-obj,t5
A man among leather tables.,per-spat-tex-obj,t5
A man around leather tables.,per-spat-tex-obj,t5
A woman above a leather bag.,per-spat-tex-obj,t5
A woman below a leather bag.,per-spat-tex-obj,t5
A woman on a leather bag.,per-spat-tex-obj,t5
A woman beside a leather bag.,per-spat-tex-obj,t5
A woman in a leather bag.,per-spat-tex-obj,t5
A woman in front of a leather bag.,per-spat-tex-obj,t5
A woman behind a leather bag.,per-spat-tex-obj,t5
A woman between leather bags.,per-spat-tex-obj,t5
A woman among leather bags.,per-spat-tex-obj,t5
A woman around leather bags.,per-spat-tex-obj,t5
A woman above a leather chair.,per-spat-tex-obj,t5
A woman below a leather chair.,per-spat-tex-obj,t5
A woman on a leather chair.,per-spat-tex-obj,t5
A woman beside a leather chair.,per-spat-tex-obj,t5
A woman in a leather chair.,per-spat-tex-obj,t5
A woman in front of a leather chair.,per-spat-tex-obj,t5
A woman behind a leather chair.,per-spat-tex-obj,t5
A woman between leather chairs.,per-spat-tex-obj,t5
A woman among leather chairs.,per-spat-tex-obj,t5
A woman around leather chairs.,per-spat-tex-obj,t5
A woman above a leather table.,per-spat-tex-obj,t5
A woman below a leather table.,per-spat-tex-obj,t5
A woman on a leather table.,per-spat-tex-obj,t5
A woman beside a leather table.,per-spat-tex-obj,t5
A woman in a leather table.,per-spat-tex-obj,t5
A woman in front of a leather table.,per-spat-tex-obj,t5
A woman behind a leather table.,per-spat-tex-obj,t5
A woman between leather tables.,per-spat-tex-obj,t5
A woman among leather tables.,per-spat-tex-obj,t5
A woman around leather tables.,per-spat-tex-obj,t5
A male above a leather bag.,per-spat-tex-obj,t5
A male below a leather bag.,per-spat-tex-obj,t5
A male on a leather bag.,per-spat-tex-obj,t5
A male beside a leather bag.,per-spat-tex-obj,t5
A male in a leather bag.,per-spat-tex-obj,t5
A male in front of a leather bag.,per-spat-tex-obj,t5
A male behind a leather bag.,per-spat-tex-obj,t5
A male between leather bags.,per-spat-tex-obj,t5
A male among leather bags.,per-spat-tex-obj,t5
A male around leather bags.,per-spat-tex-obj,t5
A male above a leather chair.,per-spat-tex-obj,t5
A male below a leather chair.,per-spat-tex-obj,t5
A male on a leather chair.,per-spat-tex-obj,t5
A male beside a leather chair.,per-spat-tex-obj,t5
A male in a leather chair.,per-spat-tex-obj,t5
A male in front of a leather chair.,per-spat-tex-obj,t5
A male behind a leather chair.,per-spat-tex-obj,t5
A male between leather chairs.,per-spat-tex-obj,t5
A male among leather chairs.,per-spat-tex-obj,t5
A male around leather chairs.,per-spat-tex-obj,t5
A male above a leather table.,per-spat-tex-obj,t5
A male below a leather table.,per-spat-tex-obj,t5
A male on a leather table.,per-spat-tex-obj,t5
A male beside a leather table.,per-spat-tex-obj,t5
A male in a leather table.,per-spat-tex-obj,t5
A male in front of a leather table.,per-spat-tex-obj,t5
A male behind a leather table.,per-spat-tex-obj,t5
A male between leather tables.,per-spat-tex-obj,t5
A male among leather tables.,per-spat-tex-obj,t5
A male around leather tables.,per-spat-tex-obj,t5
A female above a leather bag.,per-spat-tex-obj,t5
A female below a leather bag.,per-spat-tex-obj,t5
A female on a leather bag.,per-spat-tex-obj,t5
A female beside a leather bag.,per-spat-tex-obj,t5
A female in a leather bag.,per-spat-tex-obj,t5
A female in front of a leather bag.,per-spat-tex-obj,t5
A female behind a leather bag.,per-spat-tex-obj,t5
A female between leather bags.,per-spat-tex-obj,t5
A female among leather bags.,per-spat-tex-obj,t5
A female around leather bags.,per-spat-tex-obj,t5
A female above a leather chair.,per-spat-tex-obj,t5
A female below a leather chair.,per-spat-tex-obj,t5
A female on a leather chair.,per-spat-tex-obj,t5
A female beside a leather chair.,per-spat-tex-obj,t5
A female in a leather chair.,per-spat-tex-obj,t5
A female in front of a leather chair.,per-spat-tex-obj,t5
A female behind a leather chair.,per-spat-tex-obj,t5
A female between leather chairs.,per-spat-tex-obj,t5
A female among leather chairs.,per-spat-tex-obj,t5
A female around leather chairs.,per-spat-tex-obj,t5
A female above a leather table.,per-spat-tex-obj,t5
A female below a leather table.,per-spat-tex-obj,t5
A female on a leather table.,per-spat-tex-obj,t5
A female beside a leather table.,per-spat-tex-obj,t5
A female in a leather table.,per-spat-tex-obj,t5
A female in front of a leather table.,per-spat-tex-obj,t5
A female behind a leather table.,per-spat-tex-obj,t5
A female between leather tables.,per-spat-tex-obj,t5
A female among leather tables.,per-spat-tex-obj,t5
A female around leather tables.,per-spat-tex-obj,t5
A boy above a leather bag.,per-spat-tex-obj,t5
A boy below a leather bag.,per-spat-tex-obj,t5
A boy on a leather bag.,per-spat-tex-obj,t5
A boy beside a leather bag.,per-spat-tex-obj,t5
A boy in a leather bag.,per-spat-tex-obj,t5
A boy in front of a leather bag.,per-spat-tex-obj,t5
A boy behind a leather bag.,per-spat-tex-obj,t5
A boy between leather bags.,per-spat-tex-obj,t5
A boy among leather bags.,per-spat-tex-obj,t5
A boy around leather bags.,per-spat-tex-obj,t5
A boy above a leather chair.,per-spat-tex-obj,t5
A boy below a leather chair.,per-spat-tex-obj,t5
A boy on a leather chair.,per-spat-tex-obj,t5
A boy beside a leather chair.,per-spat-tex-obj,t5
A boy in a leather chair.,per-spat-tex-obj,t5
A boy in front of a leather chair.,per-spat-tex-obj,t5
A boy behind a leather chair.,per-spat-tex-obj,t5
A boy between leather chairs.,per-spat-tex-obj,t5
A boy among leather chairs.,per-spat-tex-obj,t5
A boy around leather chairs.,per-spat-tex-obj,t5
A boy above a leather table.,per-spat-tex-obj,t5
A boy below a leather table.,per-spat-tex-obj,t5
A boy on a leather table.,per-spat-tex-obj,t5
A boy beside a leather table.,per-spat-tex-obj,t5
A boy in a leather table.,per-spat-tex-obj,t5
A boy in front of a leather table.,per-spat-tex-obj,t5
A boy behind a leather table.,per-spat-tex-obj,t5
A boy between leather tables.,per-spat-tex-obj,t5
A boy among leather tables.,per-spat-tex-obj,t5
A boy around leather tables.,per-spat-tex-obj,t5
A girl above a leather bag.,per-spat-tex-obj,t5
A girl below a leather bag.,per-spat-tex-obj,t5
A girl on a leather bag.,per-spat-tex-obj,t5
A girl beside a leather bag.,per-spat-tex-obj,t5
A girl in a leather bag.,per-spat-tex-obj,t5
A girl in front of a leather bag.,per-spat-tex-obj,t5
A girl behind a leather bag.,per-spat-tex-obj,t5
A girl between leather bags.,per-spat-tex-obj,t5
A girl among leather bags.,per-spat-tex-obj,t5
A girl around leather bags.,per-spat-tex-obj,t5
A girl above a leather chair.,per-spat-tex-obj,t5
A girl below a leather chair.,per-spat-tex-obj,t5
A girl on a leather chair.,per-spat-tex-obj,t5
A girl beside a leather chair.,per-spat-tex-obj,t5
A girl in a leather chair.,per-spat-tex-obj,t5
A girl in front of a leather chair.,per-spat-tex-obj,t5
A girl behind a leather chair.,per-spat-tex-obj,t5
A girl between leather chairs.,per-spat-tex-obj,t5
A girl among leather chairs.,per-spat-tex-obj,t5
A girl around leather chairs.,per-spat-tex-obj,t5
A girl above a leather table.,per-spat-tex-obj,t5
A girl below a leather table.,per-spat-tex-obj,t5
A girl on a leather table.,per-spat-tex-obj,t5
A girl beside a leather table.,per-spat-tex-obj,t5
A girl in a leather table.,per-spat-tex-obj,t5
A girl in front of a leather table.,per-spat-tex-obj,t5
A girl behind a leather table.,per-spat-tex-obj,t5
A girl between leather tables.,per-spat-tex-obj,t5
A girl among leather tables.,per-spat-tex-obj,t5
A girl around leather tables.,per-spat-tex-obj,t5
A person above a leather bag.,per-spat-tex-obj,t5
A person below a leather bag.,per-spat-tex-obj,t5
A person on a leather bag.,per-spat-tex-obj,t5
A person beside a leather bag.,per-spat-tex-obj,t5
A person in a leather bag.,per-spat-tex-obj,t5
A person in front of a leather bag.,per-spat-tex-obj,t5
A person behind a leather bag.,per-spat-tex-obj,t5
A person between leather bags.,per-spat-tex-obj,t5
A person among leather bags.,per-spat-tex-obj,t5
A person around leather bags.,per-spat-tex-obj,t5
A person above a leather chair.,per-spat-tex-obj,t5
A person below a leather chair.,per-spat-tex-obj,t5
A person on a leather chair.,per-spat-tex-obj,t5
A person beside a leather chair.,per-spat-tex-obj,t5
A person in a leather chair.,per-spat-tex-obj,t5
A person in front of a leather chair.,per-spat-tex-obj,t5
A person behind a leather chair.,per-spat-tex-obj,t5
A person between leather chairs.,per-spat-tex-obj,t5
A person among leather chairs.,per-spat-tex-obj,t5
A person around leather chairs.,per-spat-tex-obj,t5
A person above a leather table.,per-spat-tex-obj,t5
A person below a leather table.,per-spat-tex-obj,t5
A person on a leather table.,per-spat-tex-obj,t5
A person beside a leather table.,per-spat-tex-obj,t5
A person in a leather table.,per-spat-tex-obj,t5
A person in front of a leather table.,per-spat-tex-obj,t5
A person behind a leather table.,per-spat-tex-obj,t5
A person between leather tables.,per-spat-tex-obj,t5
A person among leather tables.,per-spat-tex-obj,t5
A person around leather tables.,per-spat-tex-obj,t5
Three men.,num-per,t6
Four women.,num-per,t6
Six boys.,num-per,t6
Seven girls.,num-per,t6
Five males.,num-per,t6
Five females.,num-per,t6
Five people.,num-per,t6
Four men walking.,num-per-act,t7
Four men sitting.,num-per-act,t7
Four men standing.,num-per-act,t7
Four men lying down.,num-per-act,t7
Four men cycling.,num-per-act,t7
Four men eating.,num-per-act,t7
Four men laughing.,num-per-act,t7
Four men crying.,num-per-act,t7
Four men playing.,num-per-act,t7
Four men jumping.,num-per-act,t7
Four men writing.,num-per-act,t7
Five women walking.,num-per-act,t7
Five women sitting.,num-per-act,t7
Five women standing.,num-per-act,t7
Five women lying down.,num-per-act,t7
Five women cycling.,num-per-act,t7
Five women eating.,num-per-act,t7
Five women laughing.,num-per-act,t7
Five women crying.,num-per-act,t7
Five women playing.,num-per-act,t7
Five women jumping.,num-per-act,t7
Five women writing.,num-per-act,t7
Three males walking.,num-per-act,t7
Three males sitting.,num-per-act,t7
Three males standing.,num-per-act,t7
Three males lying down.,num-per-act,t7
Three males cycling.,num-per-act,t7
Three males eating.,num-per-act,t7
Three males laughing.,num-per-act,t7
Three males crying.,num-per-act,t7
Three males playing.,num-per-act,t7
Three males jumping.,num-per-act,t7
Three males writing.,num-per-act,t7
Three females walking.,num-per-act,t7
Three females sitting.,num-per-act,t7
Three females standing.,num-per-act,t7
Three females lying down.,num-per-act,t7
Three females cycling.,num-per-act,t7
Three females eating.,num-per-act,t7
Three females laughing.,num-per-act,t7
Three females crying.,num-per-act,t7
Three females playing.,num-per-act,t7
Three females jumping.,num-per-act,t7
Three females writing.,num-per-act,t7
Six boys walking.,num-per-act,t7
Six boys sitting.,num-per-act,t7
Six boys standing.,num-per-act,t7
Six boys lying down.,num-per-act,t7
Six boys cycling.,num-per-act,t7
Six boys eating.,num-per-act,t7
Six boys laughing.,num-per-act,t7
Six boys crying.,num-per-act,t7
Six boys playing.,num-per-act,t7
Six boys jumping.,num-per-act,t7
Six boys writing.,num-per-act,t7
Five boys walking.,num-per-act,t7
Five boys sitting.,num-per-act,t7
Five boys standing.,num-per-act,t7
Five boys lying down.,num-per-act,t7
Five boys cycling.,num-per-act,t7
Five boys eating.,num-per-act,t7
Five boys laughing.,num-per-act,t7
Five boys crying.,num-per-act,t7
Five boys playing.,num-per-act,t7
Five boys jumping.,num-per-act,t7
Five boys writing.,num-per-act,t7
Five people walking.,num-per-act,t7
Five people sitting.,num-per-act,t7
Five people standing.,num-per-act,t7
Five people lying down.,num-per-act,t7
Five people cycling.,num-per-act,t7
Five people eating.,num-per-act,t7
Five people laughing.,num-per-act,t7
Five people crying.,num-per-act,t7
Five people playing.,num-per-act,t7
Five people jumping.,num-per-act,t7
Five people writing.,num-per-act,t7
Five men walking and three women sitting.,num-per-con-num-per-act,t8
Five men walking and two women standing.,num-per-con-num-per-act,t8
Five men walking and two women lying down.,num-per-con-num-per-act,t8
Five men walking and two women cycling.,num-per-con-num-per-act,t8
Five men walking and two women eating.,num-per-con-num-per-act,t8
Five men walking and two women laughing.,num-per-con-num-per-act,t8
Five men walking and two women crying.,num-per-con-num-per-act,t8
Three men walking and two women playing.,num-per-con-num-per-act,t8
Three men walking and two women jumping.,num-per-con-num-per-act,t8
Three men walking and two women writing.,num-per-con-num-per-act,t8
Three men sitting and three women walking.,num-per-con-num-per-act,t8
Three men sitting and three women standing.,num-per-con-num-per-act,t8
Three men sitting and three women lying down.,num-per-con-num-per-act,t8
Three men sitting and three women cycling.,num-per-con-num-per-act,t8
Three men sitting and three women eating.,num-per-con-num-per-act,t8
Five men sitting and three women laughing.,num-per-con-num-per-act,t8
Five men sitting and three women crying.,num-per-con-num-per-act,t8
Five men sitting and three women playing.,num-per-con-num-per-act,t8
Five men sitting and three women jumping.,num-per-con-num-per-act,t8
Five men sitting and three women writing.,num-per-con-num-per-act,t8
Five men standing and three women walking.,num-per-con-num-per-act,t8
Five men standing and three women sitting.,num-per-con-num-per-act,t8
Five men standing and four women lying down.,num-per-con-num-per-act,t8
Five men standing and four women cycling.,num-per-con-num-per-act,t8
Five men standing and four women eating.,num-per-con-num-per-act,t8
Five men standing and four women laughing.,num-per-con-num-per-act,t8
Two men standing and four women crying.,num-per-con-num-per-act,t8
Two men standing and four women playing.,num-per-con-num-per-act,t8
Two men standing and four women jumping.,num-per-con-num-per-act,t8
Two men standing and four women writing.,num-per-con-num-per-act,t8
Two men lying down and four women walking.,num-per-con-num-per-act,t8
Two men lying down and four women standing.,num-per-con-num-per-act,t8
Two men lying down and four women sitting.,num-per-con-num-per-act,t8
Two men lying down and four women cycling.,num-per-con-num-per-act,t8
Two men lying down and four women eating.,num-per-con-num-per-act,t8
Five men lying down and four women laughing.,num-per-con-num-per-act,t8
Five men lying down and four women crying.,num-per-con-num-per-act,t8
Five men lying down and four women playing.,num-per-con-num-per-act,t8
Five men lying down and four women jumping.,num-per-con-num-per-act,t8
Five men lying down and five women writing.,num-per-con-num-per-act,t8
Five men cycling and five women walking.,num-per-con-num-per-act,t8
Five men cycling and five women standing.,num-per-con-num-per-act,t8
Five men cycling and five women lying down.,num-per-con-num-per-act,t8
Five men cycling and five women sitting.,num-per-con-num-per-act,t8
Five men cycling and five women eating.,num-per-con-num-per-act,t8
Five men cycling and five women laughing.,num-per-con-num-per-act,t8
Five men cycling and five women crying.,num-per-con-num-per-act,t8
Five men cycling and five women playing.,num-per-con-num-per-act,t8
Five men cycling and five women jumping.,num-per-con-num-per-act,t8
Five men cycling and five women writing.,num-per-con-num-per-act,t8
Five men eating and five women walking.,num-per-con-num-per-act,t8
Five men eating and five women standing.,num-per-con-num-per-act,t8
Five men eating and five women lying down.,num-per-con-num-per-act,t8
Five men eating and five women cycling.,num-per-con-num-per-act,t8
Five men eating and five women sitting.,num-per-con-num-per-act,t8
Five men eating and five women laughing.,num-per-con-num-per-act,t8
Five men eating and five women crying.,num-per-con-num-per-act,t8
Five men eating and five women playing.,num-per-con-num-per-act,t8
